"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",7089.89384706273,84.6083818459374,10843.1301005756,69.0001111443689,10843.1301005756,69.0001111443689,NA,NA,NA,NA,NA,NA
"2",7368.48497490098,71.0034963765975,10843.1301005756,69.0001111443689,10916.9627009225,51.4758102550077,NA,NA,NA,NA,NA,NA
"3",7489.99849423964,71.7117377307341,10843.1301005756,69.0001111443689,11002.1551040782,46.0940360875957,NA,NA,NA,NA,NA,NA
"4",7583.62279580111,73.713978651157,10843.1301005756,69.0001111443689,11078.9938890587,46.3319386595904,NA,NA,NA,NA,NA,NA
"5",7648.55027484128,72.5710051608839,10843.1301005756,69.0001111443689,11154.4486660687,46.5773528198351,NA,NA,NA,NA,NA,NA
"6",7688.13891548747,72.5659372664577,10843.1301005756,69.0001111443689,11179.8943977602,48.0309533041309,NA,NA,NA,NA,NA,NA
"7",7722.95168597725,73.7362416263268,10843.1301005756,69.0001111443689,11201.170961894,49.3262312803654,NA,NA,NA,NA,NA,NA
"8",7746.10988992543,72.7266224755249,10843.1301005756,69.0001111443689,11229.0869034835,53.4868223121102,NA,NA,NA,NA,NA,NA
"9",7776.42091672249,68.9320962724532,10843.1301005756,69.0001111443689,11251.4120669168,57.0509429749982,NA,NA,NA,NA,NA,NA
"10",7816.44205547735,60.4979515139439,10843.1301005756,69.0001111443689,11308.5842910995,52.1903200598554,NA,NA,NA,NA,NA,NA
"11",7826.77929728439,59.6746411043805,10843.1301005756,69.0001111443689,11347.7915173325,44.1041810300467,NA,NA,NA,NA,NA,NA
"12",7848.77175447028,57.1505125872745,10843.1301005756,69.0001111443689,11363.4282241419,43.8524369202805,NA,NA,NA,NA,NA,NA
"13",7864.88148710337,56.1778054777214,10843.1301005756,69.0001111443689,11363.0287085711,48.6055142506557,NA,NA,NA,NA,NA,NA
"14",7884.31751812259,51.916285085028,10843.1301005756,69.0001111443689,11387.6305372743,43.2702605508548,NA,NA,NA,NA,NA,NA
"15",7899.62889836762,48.0329473824077,10843.1301005756,69.0001111443689,11408.442344224,40.7192140602456,NA,NA,NA,NA,NA,NA
"16",7913.42552853243,45.1266475297498,10843.1301005756,69.0001111443689,11408.0705582307,41.6371248382748,NA,NA,NA,NA,NA,NA
"17",7923.94855058747,44.0303613591541,10843.1301005756,69.0001111443689,11421.8814936505,40.4055874941369,NA,NA,NA,NA,NA,NA
"18",7949.17346780728,37.9769439908523,10843.1301005756,69.0001111443689,11427.7821265504,40.9926790736936,NA,NA,NA,NA,NA,NA
"19",7970.49819457251,35.3465920679819,10843.1301005756,69.0001111443689,11446.4102575264,37.9405626055632,NA,NA,NA,NA,NA,NA
"20",7980.58944065575,34.1738941080584,10843.1301005756,69.0001111443689,11455.2712011257,36.5482447151535,NA,NA,NA,NA,NA,NA
"21",7988.93680047821,32.6106862590686,10843.1301005756,69.0001111443689,11461.775403259,36.2742014947798,NA,NA,NA,NA,NA,NA
"22",7999.3891506814,31.5523013045868,10843.1301005756,69.0001111443689,11462.9765725586,35.9589333342974,NA,NA,NA,NA,NA,NA
"23",8007.82705127634,31.0888621276472,10843.1301005756,69.0001111443689,11464.056581169,35.8744079256085,NA,NA,NA,NA,NA,NA
"24",8027.10589914745,29.4473988219761,10843.1301005756,69.0001111443689,11468.3423444133,35.759502059429,NA,NA,NA,NA,NA,NA
"25",8045.51121086348,29.3942536936656,10843.1301005756,69.0001111443689,11469.8842450982,35.7318058495184,NA,NA,NA,NA,NA,NA
"26",8054.20919784401,28.774841349079,10843.1301005756,69.0001111443689,11467.1581667933,36.270843700835,NA,NA,NA,NA,NA,NA
"27",8064.49307178983,29.4997344065996,10843.1301005756,69.0001111443689,11471.8559601319,35.7942042301147,NA,NA,NA,NA,NA,NA
"28",8078.15078493959,29.3780772178598,10843.1301005756,69.0001111443689,11471.9363462488,35.8015973754082,NA,NA,NA,NA,NA,NA
"29",8092.00618960912,29.401388097891,10843.1301005756,69.0001111443689,11471.9363462488,35.8015973754082,NA,NA,NA,NA,NA,NA
"30",8109.88054725931,27.9128693047587,10843.1301005756,69.0001111443689,11470.5088012715,36.2673624385752,NA,NA,NA,NA,NA,NA
"31",8121.75195724284,26.6010276137677,10843.1301005756,69.0001111443689,11471.7547420263,35.9421216184674,NA,NA,NA,NA,NA,NA
"32",8134.3273945948,24.642938499861,10843.1301005756,69.0001111443689,11474.3788329086,35.7776940367276,NA,NA,NA,NA,NA,NA
"33",8153.97933572132,22.5586557271126,10843.1301005756,69.0001111443689,11474.3788329086,35.7776940367276,NA,NA,NA,NA,NA,NA
"34",8160.04904832058,21.6644703600641,10843.1301005756,69.0001111443689,11474.3788329086,35.7776940367276,NA,NA,NA,NA,NA,NA
"35",8171.35398158315,20.7596324989636,10843.1301005756,69.0001111443689,11474.3788329086,35.7776940367276,NA,NA,NA,NA,NA,NA
"36",8185.76458964412,16.5455983819138,10843.1301005756,69.0001111443689,11474.3788329086,35.7776940367276,NA,NA,NA,NA,NA,NA
