"","all_EHVI","all_EHVI_sd","GEHVI","GEHVI_sd","DEHVI","DEHVI_sd","all_EI_EI","all_EI_EI_sd","GEI_EI","GEI_EI_sd","DEI_EI","DEI_EI_sd"
"1",0.177213475937701,0.00282009266560959,0.177213475937701,0.00282009266560959,0.177213475937701,0.00282009266560959,NA,NA,NA,NA,NA,NA
"2",0.253135783987362,0.0167810373282944,0.250311682907532,0.0168884637211432,0.221908264806887,0.00385582387687053,NA,NA,NA,NA,NA,NA
"3",0.250842153538295,0.0224470680066041,0.264483470931328,0.0236088041285146,0.226761762893541,0.0139753006465074,NA,NA,NA,NA,NA,NA
"4",0.259416572082517,0.0250712798142134,0.287868799041918,0.0325378345390863,0.238205110486413,0.0191302535402458,NA,NA,NA,NA,NA,NA
"5",0.280068810663948,0.0254897924736062,0.318769185937967,0.0363131879719595,0.259846349466256,0.0203592395546057,NA,NA,NA,NA,NA,NA
"6",0.231375251857082,0.0273502420644647,0.303725953995923,0.0335297688313791,0.24414554255988,0.0196325081772309,NA,NA,NA,NA,NA,NA
"7",0.252993430419041,0.0272408561260547,0.25992050937027,0.0339962805934207,0.209461104038628,0.0182070759064748,NA,NA,NA,NA,NA,NA
"8",0.234528111255941,0.0262467028513133,0.263044534141537,0.0329391125956301,0.22246862308205,0.0239028361873948,NA,NA,NA,NA,NA,NA
"9",0.246037888605712,0.027242079473611,0.26894931765891,0.0336406820661634,0.217972609712717,0.0242029889527564,NA,NA,NA,NA,NA,NA
"10",0.239794598206783,0.0259528886715651,0.243377667805234,0.0314976742124739,0.182040164405113,0.0243482780481554,NA,NA,NA,NA,NA,NA
"11",0.2458685821878,0.0305166447743183,0.226513633596583,0.027507965260253,0.223190473929185,0.0282746021091802,NA,NA,NA,NA,NA,NA
"12",0.256543123558384,0.0269903268390208,0.244480495104802,0.0278640077860983,0.211909410078983,0.0270970839985279,NA,NA,NA,NA,NA,NA
"13",0.304388265918848,0.0307896766808883,0.240720023745408,0.0315815849430499,0.201361779175312,0.0266034100262635,NA,NA,NA,NA,NA,NA
"14",0.294407110245209,0.0324055441905627,0.258376667566091,0.0284203529025538,0.227555324942528,0.0283328935806669,NA,NA,NA,NA,NA,NA
"15",0.272416454473249,0.0319665566396062,0.250864089299186,0.0282640454526388,0.214066420844177,0.0286521682124446,NA,NA,NA,NA,NA,NA
"16",0.277173774510732,0.0292197026729183,0.231123500902019,0.0290889696580887,0.210869876231019,0.0281838870132081,NA,NA,NA,NA,NA,NA
"17",0.257750010365235,0.0327475832518838,0.247123226006395,0.0300820353504906,0.214210230444107,0.0292422329653207,NA,NA,NA,NA,NA,NA
"18",0.229696414183762,0.0316689892102595,0.251345716779016,0.030331894100732,0.222146135246902,0.0279772207795799,NA,NA,NA,NA,NA,NA
"19",0.23996343143861,0.030627046428136,0.245274970613006,0.0302439221766145,0.227329806933932,0.0290036716419684,NA,NA,NA,NA,NA,NA
"20",0.267959006647386,0.0326975618199993,0.251278150629651,0.0291644794196461,0.270743931962835,0.0326468758905891,NA,NA,NA,NA,NA,NA
"21",0.245278121544289,0.0337479223218388,0.240792273670111,0.0314968698335983,0.230807945743661,0.0297236013123834,NA,NA,NA,NA,NA,NA
"22",0.206430727443191,0.0266273137324672,0.263106265307324,0.0325794366049724,0.242621522941116,0.0302970153957961,NA,NA,NA,NA,NA,NA
"23",0.244693181866804,0.0297369268326257,0.248139098622156,0.0314495478436644,0.215485079358196,0.0264560258398025,NA,NA,NA,NA,NA,NA
"24",0.244222953481224,0.0292408917055103,0.236723305076076,0.0312960494244919,0.243432527278379,0.0319280959961487,NA,NA,NA,NA,NA,NA
"25",0.258571015584838,0.03110173382884,0.261227102058038,0.032383659032693,0.220456080588642,0.0293550555632356,NA,NA,NA,NA,NA,NA
"26",0.242247094021181,0.0260255861087295,0.246910691545274,0.031869613244927,0.233402935243636,0.0306320375056665,NA,NA,NA,NA,NA,NA
"27",0.241603039229407,0.0268735791903844,0.235757371934439,0.0304849437027428,0.223876017183082,0.0301163134454394,NA,NA,NA,NA,NA,NA
"28",0.239222246774581,0.0279222698882428,0.22459441780141,0.0329939847221268,0.239710030078219,0.029905760153718,NA,NA,NA,NA,NA,NA
"29",0.232907879295128,0.028094346349935,0.220831818858143,0.0313354550305286,0.231098652609764,0.0311725749329492,NA,NA,NA,NA,NA,NA
"30",0.250494098909685,0.0264963861210885,0.210025470140294,0.0311599514246523,0.223129799626136,0.0321905580699625,NA,NA,NA,NA,NA,NA
"31",0.2522180923633,0.0286175780824666,0.213920857591008,0.0326800726240269,0.218493382487243,0.031335027010303,NA,NA,NA,NA,NA,NA
"32",0.241521293925408,0.0267890433967804,0.198038089626016,0.0297485721852085,0.191106649076694,0.0307227590355628,NA,NA,NA,NA,NA,NA
"33",0.243350657340492,0.0292969688527467,0.19077788273784,0.0311157807634743,0.19148510422404,0.0331264879716005,NA,NA,NA,NA,NA,NA
"34",0.232545390075576,0.0315847466755884,0.208623922219256,0.0340322504316916,0.180469739184883,0.0335708500796989,NA,NA,NA,NA,NA,NA
"35",0.246654913265661,0.0322964532091913,0.208175630872882,0.0319346619611016,0.172328635763622,0.0315150484719187,NA,NA,NA,NA,NA,NA
