"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.28323354500574,0.00215539853312446,0.894038766743829,0.0095485406076089,0.894038766743829,0.0095485406076089,NA,NA,NA,NA,NA,NA
"2",0.332852657993753,0.00941919057241775,0.894038766743829,0.0095485406076089,0.85480229706102,0.010928401788481,NA,NA,NA,NA,NA,NA
"3",0.353174772844877,0.0105966446475088,0.894038766743829,0.0095485406076089,0.857542025024196,0.0114171505334495,NA,NA,NA,NA,NA,NA
"4",0.387693097832234,0.0120047189188401,0.894038766743829,0.0095485406076089,0.861716933237502,0.00979908114186145,NA,NA,NA,NA,NA,NA
"5",0.416619085217529,0.0118920380705495,0.894038766743829,0.0095485406076089,0.868891514025822,0.0112686733832831,NA,NA,NA,NA,NA,NA
"6",0.433894759498761,0.0118153789091573,0.894038766743829,0.0095485406076089,0.871412449718075,0.0117007275460792,NA,NA,NA,NA,NA,NA
"7",0.449400564229439,0.0117622215654493,0.894038766743829,0.0095485406076089,0.885737580128917,0.0083884365446909,NA,NA,NA,NA,NA,NA
"8",0.461948463954044,0.011679150833273,0.894038766743829,0.0095485406076089,0.88792531862578,0.00909026364518606,NA,NA,NA,NA,NA,NA
"9",0.469016103545778,0.0115823795743265,0.894038766743829,0.0095485406076089,0.889262582784932,0.00900983893368756,NA,NA,NA,NA,NA,NA
"10",0.477708129974679,0.0108116625288076,0.894038766743829,0.0095485406076089,0.894304352850736,0.00960218448724759,NA,NA,NA,NA,NA,NA
"11",0.481932299078656,0.0109477009513925,0.894038766743829,0.0095485406076089,0.899749642061606,0.010362224930743,NA,NA,NA,NA,NA,NA
"12",0.486771955650122,0.0106128810256698,0.894038766743829,0.0095485406076089,0.911087703661498,0.0106682587749024,NA,NA,NA,NA,NA,NA
"13",0.491611217817553,0.0108247351702235,0.894038766743829,0.0095485406076089,0.919959520381336,0.0107967554499425,NA,NA,NA,NA,NA,NA
"14",0.501614468372277,0.00982268183834145,0.894038766743829,0.0095485406076089,0.937079556868966,0.0101816046952171,NA,NA,NA,NA,NA,NA
"15",0.506353156115131,0.00971845289779238,0.894038766743829,0.0095485406076089,0.94388545146055,0.00965783815873278,NA,NA,NA,NA,NA,NA
"16",0.513699388319198,0.00953036800875962,0.894038766743829,0.0095485406076089,0.951125398065841,0.00889821016547265,NA,NA,NA,NA,NA,NA
"17",0.518413258670395,0.00952521024412822,0.894038766743829,0.0095485406076089,0.958714235803549,0.0094382328606607,NA,NA,NA,NA,NA,NA
"18",0.522603625904298,0.00929750492441284,0.894038766743829,0.0095485406076089,0.962931950066579,0.00948707746178501,NA,NA,NA,NA,NA,NA
"19",0.525084343293592,0.00929950019031434,0.894038766743829,0.0095485406076089,0.96953471478766,0.00911879287352402,NA,NA,NA,NA,NA,NA
"20",0.527870555208124,0.00896749260178364,0.894038766743829,0.0095485406076089,0.9731357712361,0.0085103443949115,NA,NA,NA,NA,NA,NA
"21",0.530742159755606,0.00889837037626195,0.894038766743829,0.0095485406076089,0.975664119345231,0.00857274841297051,NA,NA,NA,NA,NA,NA
"22",0.532766144888633,0.00879310369072117,0.894038766743829,0.0095485406076089,0.979047923034301,0.00822784631024953,NA,NA,NA,NA,NA,NA
"23",0.53576616045101,0.00872693125003177,0.894038766743829,0.0095485406076089,0.983277183115111,0.00767587656433399,NA,NA,NA,NA,NA,NA
"24",0.539017188793624,0.0083249775795714,0.894038766743829,0.0095485406076089,0.986582539207405,0.00746154492184414,NA,NA,NA,NA,NA,NA
"25",0.540582822652113,0.00823898635519282,0.894038766743829,0.0095485406076089,0.986808541455603,0.0074497543331058,NA,NA,NA,NA,NA,NA
"26",0.543203748156273,0.00806118107615217,0.894038766743829,0.0095485406076089,0.988915716712397,0.0068567052935764,NA,NA,NA,NA,NA,NA
"27",0.54706769241467,0.00791936523432213,0.894038766743829,0.0095485406076089,0.992068357795359,0.00664577169524616,NA,NA,NA,NA,NA,NA
"28",0.548889087969537,0.00789592738947353,0.894038766743829,0.0095485406076089,0.993818831776898,0.00649908834273216,NA,NA,NA,NA,NA,NA
"29",0.550744002014799,0.0076496139599207,0.894038766743829,0.0095485406076089,0.994775223196518,0.00638685693720498,NA,NA,NA,NA,NA,NA
"30",0.553030770216904,0.0075754276764548,0.894038766743829,0.0095485406076089,0.995057296204995,0.00640756183654589,NA,NA,NA,NA,NA,NA
"31",0.55677923590805,0.00743502412395958,0.894038766743829,0.0095485406076089,0.996480584536695,0.0062829559503067,NA,NA,NA,NA,NA,NA
"32",0.559957220804757,0.00724604119264283,0.894038766743829,0.0095485406076089,0.997995739880952,0.00616407507704897,NA,NA,NA,NA,NA,NA
"33",0.562058931332974,0.00721921303320949,0.894038766743829,0.0095485406076089,0.999484600159652,0.00620344076350698,NA,NA,NA,NA,NA,NA
"34",0.563499793377508,0.00711098751039363,0.894038766743829,0.0095485406076089,1.00036512771911,0.00613947571157292,NA,NA,NA,NA,NA,NA
"35",0.565384939565107,0.00707357421561405,0.894038766743829,0.0095485406076089,1.00086036530866,0.00609294879767086,NA,NA,NA,NA,NA,NA
"36",0.566950341349499,0.0070391191436997,0.894038766743829,0.0095485406076089,1.00258111700639,0.00578369568077486,NA,NA,NA,NA,NA,NA
"37",0.56823906729374,0.00711661058253876,0.894038766743829,0.0095485406076089,1.00377487614346,0.00578883553159559,NA,NA,NA,NA,NA,NA
"38",0.571442113077011,0.00719567419488365,0.894038766743829,0.0095485406076089,1.00412147023274,0.00578855335508521,NA,NA,NA,NA,NA,NA
"39",0.572943013666085,0.00727368560576913,0.894038766743829,0.0095485406076089,1.00461798990636,0.00581373187990653,NA,NA,NA,NA,NA,NA
"40",0.574458674289709,0.00743711060020802,0.894038766743829,0.0095485406076089,1.00470335117612,0.00581464649400054,NA,NA,NA,NA,NA,NA
"41",0.576501302288609,0.00759255705236872,0.894038766743829,0.0095485406076089,1.00514195444874,0.00585616065581496,NA,NA,NA,NA,NA,NA
"42",0.578013508923495,0.00773073965490367,0.894038766743829,0.0095485406076089,1.00591300206459,0.00586699980175709,NA,NA,NA,NA,NA,NA
"43",0.580265124172425,0.0078939077354474,0.894038766743829,0.0095485406076089,1.00610416191892,0.00586909597293639,NA,NA,NA,NA,NA,NA
"44",0.581882268550074,0.00809042876870025,0.894038766743829,0.0095485406076089,1.00629653983034,0.00587713958959557,NA,NA,NA,NA,NA,NA
